ID_Incidente,Fecha_Hora,Titulo_Incidente,Tipo_Amenaza,Severidad,Estado,Tactica_MITRE,Tecnica_MITRE,IP_Origen,Host_Origen,IP_Destino,Host_Destino,IP_Destino_Activo,Usuario_Involucrado,MTTD_Minutos,MTTR_Minutos,Descripcion_Hallazgo,Accion_Correctiva,Responsable_SOC
INC-2026-1953,2026-09-16 10:20:52,Escaneo de Puertos / Reconocimiento de Red desde 10.109.1.190,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.109.1.190,Windows / Router / Huawei,2.18.21.196,HTTPS Chile [Red Wifi -> Internet],Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas desde Windows / Router / Huawei hacia distintos puertos/destinos.,Bloquear tráfico de 10.109.1.190 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-1954,2026-09-16 10:20:52,Múltiples Fallos de Conexión / Alerta Firewall desde 10.123.8.13,Fallo Reiterado de Conexión / Bloqueo Firewall,Media,Cerrado,Reconnaissance,T1046 - Network Service Discovery,10.123.8.13,Windows / Router / Huawei,200.75.0.5,DNS Chile [Red Datos -> Internet],Servicio DNS (200.75.0.5),Host de Red,3,20,El firewall reportó eventos de nivel warning (Connection Failed) para Windows / Router / Huawei hacia DNS Chile [Red Datos -> Internet].,Revisar configuración de política y verificar integridad del enlace o endpoint emisor.,Analista SOC L1
INC-2026-1955,2026-09-16 10:20:52,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.87,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.87,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.87 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-1956,2026-09-16 10:20:52,Escaneo de Puertos / Reconocimiento de Red desde 10.123.6.101,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.6.101,Windows / Router / Huawei,151.101.65.229,HTTPS United States [San Antonio -> Internet],Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas desde Windows / Router / Huawei hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.6.101 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-1957,2026-09-16 10:20:52,Escaneo de Puertos / Reconocimiento de Red desde 10.123.8.50,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.8.50,Windows / Router / Huawei,15.204.154.140,HTTPS United States [Red Datos -> Internet],Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas desde Windows / Router / Huawei hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.8.50 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-1958,2026-09-16 10:20:52,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.1.41,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.1.41,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.1.41 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-1959,2026-09-16 10:20:52,Escaneo de Puertos / Reconocimiento de Red desde 10.123.6.63,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.6.63,Windows / Router / Huawei,68.67.153.38,HTTPS United States [San Antonio -> Internet],Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas desde Windows / Router / Huawei hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.6.63 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-1960,2026-09-16 10:20:52,Escaneo de Puertos / Reconocimiento de Red desde 10.123.4.185,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.4.185,Windows / Router / Huawei,172.217.113.4,HTTPS United States [San Antonio -> Internet],Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas desde Windows / Router / Huawei hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.4.185 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-1961,2026-09-16 10:20:52,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.121,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.121,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.121 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-1962,2026-09-16 10:20:52,Escaneo de Puertos / Reconocimiento de Red desde 10.123.8.50,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.8.50,Windows / Router / Huawei,35.171.57.161,HTTPS United States [Red Datos -> Internet],Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas desde Windows / Router / Huawei hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.8.50 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-1963,2026-09-16 10:20:52,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.1.76,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.1.76,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.1.76 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-1964,2026-09-16 10:20:51,Múltiples Fallos de Conexión / Alerta Firewall desde 10.123.8.13,Fallo Reiterado de Conexión / Bloqueo Firewall,Media,Cerrado,Reconnaissance,T1046 - Network Service Discovery,10.123.8.13,Windows / Router / Huawei,200.75.0.5,DNS Chile [Red Datos -> Internet],Servicio DNS (200.75.0.5),Host de Red,3,20,El firewall reportó eventos de nivel warning (Connection Failed) para Windows / Router / Huawei hacia DNS Chile [Red Datos -> Internet].,Revisar configuración de política y verificar integridad del enlace o endpoint emisor.,Analista SOC L1
INC-2026-1965,2026-09-16 10:20:51,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.84,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.84,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.84 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-1966,2026-09-16 10:20:51,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.78,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.78,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.78 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-1967,2026-09-16 10:20:51,Escaneo de Puertos / Reconocimiento de Red desde 10.123.8.50,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.8.50,Windows / Router / Huawei,174.137.133.32,HTTPS United States [Red Datos -> Internet],Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas desde Windows / Router / Huawei hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.8.50 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-1968,2026-09-16 10:20:50,Sondeo no autorizado de puerto 9100 (tcp/9100) hacia 10.13.18.32,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.7.87,Windows / Router / Huawei,10.13.18.32,tcp/9100 [OUT VPN_SUBINTERIOR],Servicio Interno 10.13.18.32:9100,Host Interno,4,25,Intentos repetidos y timeout de comunicación desde Windows / Router / Huawei hacia el puerto sensible 9100 (tcp/9100 [OUT VPN_SUBINTERIOR]).,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-1969,2026-09-16 10:20:50,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.81,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.81,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.81 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-1970,2026-09-16 10:20:50,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.1.41,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.1.41,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.1.41 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-1971,2026-09-16 10:20:50,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.87,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.87,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.87 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-1972,2026-09-16 10:20:50,Escaneo de Puertos / Reconocimiento de Red desde 10.123.8.50,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.8.50,Windows / Router / Huawei,54.161.174.30,HTTPS United States [Red Datos -> Internet],Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas desde Windows / Router / Huawei hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.8.50 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-1973,2026-09-16 10:20:50,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.1.76,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.1.76,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.1.76 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-1974,2026-09-16 10:20:50,Escaneo de Puertos / Reconocimiento de Red desde 10.123.5.150,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.5.150,Windows / Router / Huawei,20.190.173.65,HTTPS Brazil [San Antonio -> Internet],Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas desde Windows / Router / Huawei hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.5.150 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-1975,2026-09-16 10:20:49,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.84,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.84,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.84 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-1976,2026-09-16 10:20:49,Escaneo de Puertos / Reconocimiento de Red desde 10.123.6.132,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.6.132,Windows / Router / Huawei,142.251.0.94,HTTPS Chile [San Antonio -> Internet],Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas desde Windows / Router / Huawei hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.6.132 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-1977,2026-09-16 10:20:49,Escaneo de Puertos / Reconocimiento de Red desde 10.123.4.84,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.4.84,Windows / Router / Huawei,57.144.246.128,HTTPS Chile [San Antonio -> Internet],Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas desde Windows / Router / Huawei hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.4.84 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-1978,2026-09-16 10:20:49,Escaneo de Puertos / Reconocimiento de Red desde 10.123.0.43,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.0.43,Windows / Router / Huawei,151.101.1.229,HTTPS United States [Red Datos -> Internet],Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas desde Windows / Router / Huawei hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.0.43 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-1979,2026-09-16 10:20:49,Escaneo de Puertos / Reconocimiento de Red desde 10.123.8.50,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.8.50,Windows / Router / Huawei,80.77.87.138,HTTPS United States [Red Datos -> Internet],Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas desde Windows / Router / Huawei hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.8.50 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-1980,2026-09-16 10:20:49,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.78,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.78,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.78 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-1981,2026-09-16 10:20:49,Escaneo de Puertos / Reconocimiento de Red desde 10.123.7.84,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.7.84,Windows / Router / Huawei,52.123.129.14,HTTPS United States [San Antonio -> Internet],Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas desde Windows / Router / Huawei hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.7.84 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-1982,2026-09-16 10:20:48,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.81,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.81,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.81 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-1983,2026-09-16 10:20:48,Múltiples Fallos de Conexión / Alerta Firewall desde 10.123.2.200,Fallo Reiterado de Conexión / Bloqueo Firewall,Media,Cerrado,Reconnaissance,T1046 - Network Service Discovery,10.123.2.200,Windows / Router / Huawei,172.217.113.4,udp/443 United States [San Antonio -> Internet],Servicio udp/443 (172.217.113.4),Host de Red,3,20,El firewall reportó eventos de nivel warning (Connection Failed) para Windows / Router / Huawei hacia udp/443 United States [San Antonio -> Internet].,Revisar configuración de política y verificar integridad del enlace o endpoint emisor.,Analista SOC L1
INC-2026-1984,2026-09-16 10:20:48,Sondeo no autorizado de puerto 9100 (tcp/9100) hacia 10.13.18.39,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.5.128,Windows / Router / Huawei,10.13.18.39,tcp/9100 [OUT VPN_SUBINTERIOR],Servicio Interno 10.13.18.39:9100,Host Interno,4,25,Intentos repetidos y timeout de comunicación desde Windows / Router / Huawei hacia el puerto sensible 9100 (tcp/9100 [OUT VPN_SUBINTERIOR]).,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-1985,2026-09-16 10:20:47,Escaneo de Puertos / Reconocimiento de Red desde 10.123.8.50,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.8.50,Windows / Router / Huawei,3.226.19.223,HTTPS United States [Red Datos -> Internet],Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas desde Windows / Router / Huawei hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.8.50 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-1986,2026-09-16 10:20:47,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.119,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.119,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.119 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-1987,2026-09-16 10:20:46,Escaneo de Puertos / Reconocimiento de Red desde 10.123.5.72,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.5.72,Windows / Router / Huawei,142.251.0.94,HTTPS Chile [San Antonio -> Internet],Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas desde Windows / Router / Huawei hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.5.72 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-1988,2026-09-16 10:20:46,Escaneo de Puertos / Reconocimiento de Red desde 10.123.8.50,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.8.50,Windows / Router / Huawei,188.40.16.220,HTTPS Germany [Red Datos -> Internet],Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas desde Windows / Router / Huawei hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.8.50 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-1989,2026-09-16 10:20:46,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.1.32,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.1.32,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.1.32 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-1990,2026-09-16 10:20:46,Escaneo de Puertos / Reconocimiento de Red desde 10.101.0.60,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.101.0.60,Windows / Router / Huawei,2.18.21.202,HTTPS Chile [Red Datos -> Internet],Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas desde Windows / Router / Huawei hacia distintos puertos/destinos.,Bloquear tráfico de 10.101.0.60 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-1991,2026-09-16 10:20:45,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.74,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.74,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.74 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-1992,2026-09-16 10:20:45,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.53,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.53,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.53 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-1993,2026-09-16 10:20:45,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.119,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.119,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.119 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-1994,2026-09-16 10:20:44,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.1.32,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.1.32,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.1.32 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-1995,2026-09-16 10:20:44,Escaneo de Puertos / Reconocimiento de Red desde 10.123.6.101,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.6.101,Windows / Router / Huawei,169.62.8.187,HTTPS United States [San Antonio -> Internet],Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas desde Windows / Router / Huawei hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.6.101 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-1996,2026-09-16 10:20:44,Sondeo no autorizado de puerto 9100 (tcp/9100) hacia 10.13.1.243,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.7.65,Windows / Router / Huawei,10.13.1.243,tcp/9100 [OUT VPN_SUBINTERIOR],Servicio Interno 10.13.1.243:9100,Host Interno,4,25,Intentos repetidos y timeout de comunicación desde Windows / Router / Huawei hacia el puerto sensible 9100 (tcp/9100 [OUT VPN_SUBINTERIOR]).,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-1997,2026-09-16 10:20:44,Escaneo de Puertos / Reconocimiento de Red desde 10.123.8.50,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.8.50,Windows / Router / Huawei,69.173.156.149,HTTPS Netherlands [Red Datos -> Internet],Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas desde Windows / Router / Huawei hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.8.50 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-1998,2026-09-16 10:20:44,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.37,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.37,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.37 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
