ID_Incidente,Fecha_Hora,Titulo_Incidente,Tipo_Amenaza,Severidad,Estado,Tactica_MITRE,Tecnica_MITRE,IP_Origen,IP_Destino_Activo,Usuario_Involucrado,MTTD_Minutos,MTTR_Minutos,Descripcion_Hallazgo,Accion_Correctiva,Responsable_SOC
INC-2026-484,2026-09-15 09:04:11,Sondeo no autorizado de puerto 9100 (tcp/9100) hacia 10.13.1.243,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.7.68,Servicio Interno 10.13.1.243:9100,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9100.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-485,2026-09-15 09:04:11,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.92,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.92,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.92 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-486,2026-09-15 09:04:11,Escaneo de Puertos / Reconocimiento de Red desde 10.123.7.51,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.7.51,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.7.51 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-487,2026-09-15 09:04:11,Sondeo no autorizado de puerto 9100 (tcp/9100) hacia 10.13.1.120,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.7.51,Servicio Interno 10.13.1.120:9100,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9100.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-488,2026-09-15 09:04:11,Escaneo de Puertos / Reconocimiento de Red desde 10.123.5.136,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.5.136,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.5.136 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-489,2026-09-15 09:04:11,Sondeo no autorizado de puerto 9876 (tcp/9876) hacia 10.13.1.244,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.109.0.48,Servicio Interno 10.13.1.244:9876,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9876.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-490,2026-09-15 09:04:11,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.1.21,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.1.21,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.1.21 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-491,2026-09-15 09:04:11,Sondeo no autorizado de puerto 9876 (tcp/9876) hacia 10.13.1.244,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.3.45,Servicio Interno 10.13.1.244:9876,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9876.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-492,2026-09-15 09:04:11,Escaneo de Puertos / Reconocimiento de Red desde 10.109.1.190,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.109.1.190,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.109.1.190 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-493,2026-09-15 09:04:11,Sondeo no autorizado de puerto 9100 (tcp/9100) hacia 10.8.3.107,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.108.0.40,Servicio Interno 10.8.3.107:9100,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9100.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-494,2026-09-15 09:04:11,Escaneo de Puertos / Reconocimiento de Red desde 10.123.5.155,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.5.155,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.5.155 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-495,2026-09-15 09:04:11,Sondeo no autorizado de puerto 9876 (tcp/9876) hacia 10.13.1.244,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.5.88,Servicio Interno 10.13.1.244:9876,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9876.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-496,2026-09-15 09:04:11,Sondeo no autorizado de puerto 9876 (tcp/9876) hacia 10.13.1.244,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.3.134,Servicio Interno 10.13.1.244:9876,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9876.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-497,2026-09-15 09:04:10,Sondeo no autorizado de puerto 9876 (tcp/9876) hacia 10.13.1.244,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.6.109,Servicio Interno 10.13.1.244:9876,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9876.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-498,2026-09-15 09:04:10,Sondeo no autorizado de puerto 9876 (tcp/9876) hacia 10.13.1.244,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.6.95,Servicio Interno 10.13.1.244:9876,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9876.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-499,2026-09-15 09:04:10,Escaneo de Puertos / Reconocimiento de Red desde 10.123.6.115,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.6.115,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.6.115 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-500,2026-09-15 09:04:10,Escaneo de Puertos / Reconocimiento de Red desde 10.123.3.75,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.3.75,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.3.75 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-501,2026-09-15 09:04:10,Múltiples Fallos de Conexión / Alerta Firewall desde 10.100.0.14,Fallo Reiterado de Conexión / Bloqueo Firewall,Media,Cerrado,Reconnaissance,T1046 - Network Service Discovery,10.100.0.14,Servicio DNS (200.75.0.4),Host de Red,3,20,El firewall reportó eventos de nivel warning (Connection Failed).,Revisar configuración de política y verificar integridad del enlace o endpoint emisor.,Analista SOC L1
INC-2026-502,2026-09-15 09:04:10,Sondeo no autorizado de puerto 9100 (tcp/9100) hacia 10.13.18.38,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.7.107,Servicio Interno 10.13.18.38:9100,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9100.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-503,2026-09-15 09:04:10,Escaneo de Puertos / Reconocimiento de Red desde 10.123.6.60,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.6.60,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.6.60 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-504,2026-09-15 09:04:09,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.92,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.92,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.92 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-505,2026-09-15 09:04:09,Sondeo no autorizado de puerto 9876 (tcp/9876) hacia 10.13.1.244,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.3.60,Servicio Interno 10.13.1.244:9876,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9876.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-506,2026-09-15 09:04:09,Escaneo de Puertos / Reconocimiento de Red desde 10.123.8.142,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.8.142,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.8.142 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-507,2026-09-15 09:04:09,Sondeo no autorizado de puerto 9876 (tcp/9876) hacia 10.13.1.244,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.103.0.40,Servicio Interno 10.13.1.244:9876,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9876.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-508,2026-09-15 09:04:09,Múltiples Fallos de Conexión / Alerta Firewall desde 10.123.8.13,Fallo Reiterado de Conexión / Bloqueo Firewall,Media,Cerrado,Reconnaissance,T1046 - Network Service Discovery,10.123.8.13,Servicio DNS (200.75.0.5),Host de Red,3,20,El firewall reportó eventos de nivel warning (Connection Failed).,Revisar configuración de política y verificar integridad del enlace o endpoint emisor.,Analista SOC L1
INC-2026-509,2026-09-15 09:04:09,Escaneo de Puertos / Reconocimiento de Red desde 10.123.5.156,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.5.156,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.5.156 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-510,2026-09-15 09:04:08,Sondeo no autorizado de puerto 9100 (tcp/9100) hacia 10.13.1.233,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.6.90,Servicio Interno 10.13.1.233:9100,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9100.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-511,2026-09-15 09:04:08,Escaneo de Puertos / Reconocimiento de Red desde 10.105.0.54,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.105.0.54,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.105.0.54 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-512,2026-09-15 09:04:08,Escaneo de Puertos / Reconocimiento de Red desde 10.105.0.43,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.105.0.43,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.105.0.43 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-513,2026-09-15 09:04:08,Escaneo de Puertos / Reconocimiento de Red desde 10.123.3.124,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.3.124,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.3.124 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-514,2026-09-15 09:04:08,Escaneo de Puertos / Reconocimiento de Red desde 10.123.7.80,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.7.80,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.7.80 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-515,2026-09-15 09:04:08,Sondeo no autorizado de puerto 9876 (tcp/9876) hacia 10.13.1.244,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.5.89,Servicio Interno 10.13.1.244:9876,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9876.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-516,2026-09-15 09:04:08,Escaneo de Puertos / Reconocimiento de Red desde 10.123.2.104,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.2.104,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.2.104 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-517,2026-09-15 09:04:08,Sondeo no autorizado de puerto 9100 (tcp/9100) hacia 10.13.9.31,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.7.54,Servicio Interno 10.13.9.31:9100,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9100.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-518,2026-09-15 09:04:08,Sondeo no autorizado de puerto 9100 (tcp/9100) hacia 10.13.9.31,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.8.98,Servicio Interno 10.13.9.31:9100,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9100.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-519,2026-09-15 09:04:08,Sondeo no autorizado de puerto 9876 (tcp/9876) hacia 10.13.1.244,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.7.62,Servicio Interno 10.13.1.244:9876,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9876.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-520,2026-09-15 09:04:08,Escaneo de Puertos / Reconocimiento de Red desde 10.123.7.155,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.7.155,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.7.155 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-521,2026-09-15 09:04:08,Escaneo de Puertos / Reconocimiento de Red desde 10.123.2.117,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.2.117,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.2.117 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-522,2026-09-15 09:04:08,Sondeo no autorizado de puerto 9876 (tcp/9876) hacia 10.13.1.244,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.4.64,Servicio Interno 10.13.1.244:9876,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9876.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-523,2026-09-15 09:04:07,Múltiples Fallos de Conexión / Alerta Firewall desde 10.123.8.13,Fallo Reiterado de Conexión / Bloqueo Firewall,Media,Cerrado,Reconnaissance,T1046 - Network Service Discovery,10.123.8.13,Servicio DNS (200.75.0.5),Host de Red,3,20,El firewall reportó eventos de nivel warning (Connection Failed).,Revisar configuración de política y verificar integridad del enlace o endpoint emisor.,Analista SOC L1
INC-2026-524,2026-09-15 09:04:07,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.30,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.30,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.30 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-525,2026-09-15 09:04:07,Escaneo de Puertos / Reconocimiento de Red desde 10.123.5.148,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.5.148,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.5.148 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-526,2026-09-15 09:04:07,Escaneo de Puertos / Reconocimiento de Red desde 10.101.0.44,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.101.0.44,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.101.0.44 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-527,2026-09-15 09:04:07,Sondeo no autorizado de puerto 9100 (tcp/9100) hacia 10.13.9.33,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.3.51,Servicio Interno 10.13.9.33:9100,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9100.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-528,2026-09-15 09:04:07,Múltiples Fallos de Conexión / Alerta Firewall desde 10.100.0.3,Fallo Reiterado de Conexión / Bloqueo Firewall,Media,Cerrado,Reconnaissance,T1046 - Network Service Discovery,10.100.0.3,Servicio DNS (200.75.0.5),Host de Red,3,20,El firewall reportó eventos de nivel warning (Connection Failed).,Revisar configuración de política y verificar integridad del enlace o endpoint emisor.,Analista SOC L1
INC-2026-529,2026-09-15 09:04:07,Sondeo no autorizado de puerto 9100 (tcp/9100) hacia 10.13.1.233,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.5.66,Servicio Interno 10.13.1.233:9100,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9100.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-530,2026-09-15 09:04:07,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.69,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.69,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.69 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-531,2026-09-15 09:04:07,Sondeo no autorizado de puerto 9100 (tcp/9100) hacia 10.13.18.198,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.6.81,Servicio Interno 10.13.18.198:9100,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9100.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-532,2026-09-15 09:04:06,Múltiples Fallos de Conexión / Alerta Firewall desde 10.123.8.13,Fallo Reiterado de Conexión / Bloqueo Firewall,Media,Cerrado,Reconnaissance,T1046 - Network Service Discovery,10.123.8.13,Servicio DNS (200.75.0.5),Host de Red,3,20,El firewall reportó eventos de nivel warning (Connection Failed).,Revisar configuración de política y verificar integridad del enlace o endpoint emisor.,Analista SOC L1
INC-2026-533,2026-09-15 09:04:06,Sondeo no autorizado de puerto 9100 (tcp/9100) hacia 100.123.3.35,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.3.60,Servicio Interno 100.123.3.35:9100,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9100.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-534,2026-09-15 09:04:06,Escaneo de Puertos / Reconocimiento de Red desde 10.123.4.67,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.4.67,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.4.67 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-535,2026-09-15 09:04:05,Sondeo no autorizado de puerto 9100 (tcp/9100) hacia 10.13.18.10,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.5.53,Servicio Interno 10.13.18.10:9100,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9100.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-536,2026-09-15 09:04:05,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.30,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.30,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.30 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-537,2026-09-15 09:04:05,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.69,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.69,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.69 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-538,2026-09-15 09:04:05,Escaneo de Puertos / Reconocimiento de Red desde 10.123.5.89,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.5.89,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.5.89 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-539,2026-09-15 09:04:05,Sondeo no autorizado de puerto 9100 (tcp/9100) hacia 10.13.18.10,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.7.49,Servicio Interno 10.13.18.10:9100,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9100.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-540,2026-09-15 09:04:05,Escaneo de Puertos / Reconocimiento de Red desde 10.123.7.80,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.7.80,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.7.80 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-541,2026-09-15 09:04:04,Sondeo no autorizado de puerto 9876 (tcp/9876) hacia 10.13.1.244,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.7.68,Servicio Interno 10.13.1.244:9876,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9876.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-542,2026-09-15 09:04:04,Escaneo de Puertos / Reconocimiento de Red desde 10.123.2.96,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.2.96,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.2.96 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-543,2026-09-15 09:04:04,Escaneo de Puertos / Reconocimiento de Red desde 10.123.2.96,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.2.96,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.2.96 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
